review_id,section,claim_id,claim_text,citation_author,citation_year,source_pdf_path,verdict,rationale,evidence_span,required_fix,risk_flags,page_anchor,proposed_rewrite,rewrite_notes,rewrite_flags
2_5,unknown,83fd5385,"Formal institutional frameworks likewise matter: South Africa’s Department of Planning, Monitoring and Evaluation illustrates how a statutory mandate stabilises evaluation functions across electoral cycles (Matsiliza, 2019).",Matsiliza,2019,pilot_inputs/sources_pdf/Matsiliza_2019.pdf,,,,,,,,,
2_5,unknown,f66f0a43,"Local research institutions and professional networks deepen supply by anchoring evidence production in contextual knowledge, as exemplified in Zambia (Mulenga & Porter, 2013) and Botswana (Makadzange, 2022).",Mulenga & Porter,2013,pilot_inputs/sources_pdf/Mulenga_2013.pdf,,,,,,,,,
2_5,unknown,2b294ff8,"Local research institutions and professional networks deepen supply by anchoring evidence production in contextual knowledge, as exemplified in Zambia (Mulenga & Porter, 2013) and Botswana (Makadzange, 2022).",Makadzange,2022,pilot_inputs/sources_pdf/Makadzange_2022.pdf,,,,,,,,,
2_5,unknown,bda33ad5,"Evaluator communication skills and stakeholder involvement can translate technical findings into actionable insights (Alkin and King, 2017).",Alkin and King,2017,pilot_inputs/sources_pdf/Alkin_2016.pdf,,,,,,,,,
2_5,unknown,d163fc6d,Participatory designs further increase utilisation by fostering process use; Donnelly and Searle (2017) find that organisations internalise lessons when staff actively co-interpret data.,Donnelly and Searle,2017,pilot_inputs/sources_pdf/Donnelly_2017.pdf,,,,,,,,,
2_5,unknown,ad15cb64,"Finally, alignment with policy priorities is vital: Morton and Seditas (2018) show that evidence products framed around explicit “next steps” resonate more strongly with officials than abstract recommendations.",Morton and Seditas,2018,pilot_inputs/sources_pdf/Morton_2018.pdf,,,,,,,,,
2_5,unknown,4c3da014,"If leaders perceive M&E as punitive “policing,” they may underfund or ignore evaluation units (Chirau et al., 2022).",Chirau et al.,2022,pilot_inputs/sources_pdf/Chirau_2020.pdf,,,,,,,,,
2_5,unknown,6d24fc0b,"Bureaucratic silos and coordination failures cut across these issues, hampering a unified demand signal and allowing ministries to sidestep uncomfortable findings (Liverani et al., 2013).",Liverani et al.,2013,pilot_inputs/sources_pdf/Liverani_2013.pdf,,,,,,,,,
2_5,unknown,eba18741,"Ministries in Ghana and Malawi struggle to recruit and retain evaluators, leading to chronic vacancies (Adams et al., 2013; Kumwenda & Latib, 2013).",Adams et al.,2013,pilot_inputs/sources_pdf/Adams_2013.pdf,,,,,,,,,
2_5,unknown,d33f6008,"Ministries in Ghana and Malawi struggle to recruit and retain evaluators, leading to chronic vacancies (Adams et al., 2013; Kumwenda & Latib, 2013).",Kumwenda & Latib,2013,pilot_inputs/sources_pdf/Kumwenda_2013.pdf,,,,,,,,,
2_5,unknown,57ab8604,"Funding shortfalls exacerbate the deficit: even when budgets for evaluation exist, they may go unspent due to procurement hurdles (Mulenga & Porter, 2013).",Mulenga & Porter,2013,pilot_inputs/sources_pdf/Mulenga_2013.pdf,,,,,,,,,
2_5,unknown,37b1e827,"Excessive reliance on external consultants temporarily plugs gaps but discourages the cultivation of domestic expertise (Niringiye, 2018).",Niringiye,2018,pilot_inputs/sources_pdf/Niringiye_2018.pdf,,,,,,,,,
2_5,unknown,b2f8784c,"Weak knowledge-management systems (including, for instance, absence of national evaluation repositories or data portals) further restrict access to completed studies (Kumwenda & Latib, 2013).",Kumwenda & Latib,2013,pilot_inputs/sources_pdf/Kumwenda_2013.pdf,,,,,,,,,
2_5,unknown,500d9111,"Finally, fragmentation of donor-established M&E systems erodes coherence, creating parallel structures that duplicate effort and confuse standards (Masvaure & Fish, 2022).",Masvaure & Fish,2022,pilot_inputs/sources_pdf/Masvaure_2020.pdf,,,,,,,,,
2_5,unknown,f95dfc4e,"Technical jargon, paywalled journals, and year-long publication lags alienate busy policymakers, as noted by Alkin and King (2017) and Morton and Seditas (2018).",Alkin and King,2017,pilot_inputs/sources_pdf/Alkin_2016.pdf,,,,,,,,,
2_5,unknown,3e6a447c,"Technical jargon, paywalled journals, and year-long publication lags alienate busy policymakers, as noted by Alkin and King (2017) and Morton and Seditas (2018).",Morton and Seditas,2018,pilot_inputs/sources_pdf/Morton_2018.pdf,,,,,,,,,
2_5,unknown,b0789b61,"Political and ideological contestation can nullify even well-communicated evidence, with South Africa’s early HIV/AIDS policy being a stark example (Liverani et al., 2013).",Liverani et al.,2013,pilot_inputs/sources_pdf/Liverani_2013.pdf,,,,,,,,,
2_5,unknown,b3cc2b8a,"Finally, fragmented governance structures produce feedback loops that break midway; Makadzange (2022) describes how ministries in Botswana compile reports but rarely channel them into planning units, while Minyihun et al.",Makadzange,2022,pilot_inputs/sources_pdf/Makadzange_2022.pdf,,,,,,,,,
3_1,unknown,95dbd3f7,"One of the most widely cited operational definitions comes from Stewart, Dayal, and Langer (2017), who define EIDM as ""a process whereby multiple sources of information, including the best available research evidence, are consulted before making a decision to plan, implement and (where relevant) revise policies, programs, and other services"" (p. 253).",Langer,2017,pilot_inputs/sources_pdf/Langer_2016.pdf,,,,,,,,,
3_1,unknown,292f97be,"(1996) define EIDM as “the conscientious, explicit, and judicious use of current best evidence in making decisions” (as cited in Belita et al., 2020, p. 2).",Belita et al.,2020,pilot_inputs/sources_pdf/Belita_2020.pdf,,,,,,,,,
3_1,unknown,a00f8655,"Parkhurst (2017), Head (2015), and Bundi and Pattyn (2022) all argue that the term ""evidence-based"" evokes a degree of scientific certainty and technocratic authority that rarely exists in practice.",Parkhurst,2017,pilot_inputs/sources_pdf/Parkhurst_2017.pdf,,,,,,,,,
3_1,unknown,3cee7666,"Parkhurst (2017), Head (2015), and Bundi and Pattyn (2022) all argue that the term ""evidence-based"" evokes a degree of scientific certainty and technocratic authority that rarely exists in practice.",Head,2015,pilot_inputs/sources_pdf/Head_2015.pdf,,,,,,,,,
3_1,unknown,8888b2f4,"Parkhurst (2017), Head (2015), and Bundi and Pattyn (2022) all argue that the term ""evidence-based"" evokes a degree of scientific certainty and technocratic authority that rarely exists in practice.",Bundi and Pattyn,2022,pilot_inputs/sources_pdf/Bundi_2016.pdf,,,,,,,,,
3_1,unknown,1b2dfecb,"Tourish (2013) defines EBMgt as ""the systematic use of the best available evidence to improve management practice"" (p. 174), though he and others (e.g., Hulpke & Fronmueller, 2022) question the implied neutrality and objectivity of such evidence.",Hulpke & Fronmueller,2022,pilot_inputs/sources_pdf/Hulpke_2022.pdf,,,,,,,,,
3_1,unknown,0a238005,"Tourish (2013) defines EBMgt as ""the systematic use of the best available evidence to improve management practice"" (p. 174), though he and others (e.g., Hulpke & Fronmueller, 2022) question the implied neutrality and objectivity of such evidence.",Tourish,2013,pilot_inputs/sources_pdf/Tourish_2013.pdf,,,,,,,,,
3_1,unknown,6c5ce005,"Similarly, Martelli and Hayirli (2018) propose a more expansive view of evidence, emphasizing its contextual relevance and social construction.",Martelli and Hayirli,2018,pilot_inputs/sources_pdf/Martelli_2018.pdf,,,,,,,,,
3_1,unknown,1285b875,"It divides the process into a “knowledge creation funnel” – where research is synthesized and contextualized – and an “action cycle” that outlines steps for adapting, applying, and sustaining evidence use in practice (Poot et al., 2018).",Poot et al.,2018,pilot_inputs/sources_pdf/Poot_2018.pdf,,,,,,,,,
3_1,unknown,a6c2f448,"Tourish (2013) introduces the concept of Evidence-Oriented Organizing (EOO), which embraces the interpretive, context-dependent, and power-laden nature of decision-making.",Tourish,2013,pilot_inputs/sources_pdf/Tourish_2013.pdf,,,,,,,,,
3_1,unknown,0e33ca0d,"Similarly, Parkhurst (2017) calls for a shift from “evidence-based policy” to the “good governance of evidence,” which incorporates both technical rigor and democratic legitimacy.",Parkhurst,2017,pilot_inputs/sources_pdf/Parkhurst_2017.pdf,,,,,,,,,
3_1,unknown,caa451f2,"This inclusive orientation is echoed in Parkhurst’s (2017) call for an “appropriateness” framework, where the value of evidence is judged not by methodological hierarchy but by its relevance and utility for specific policy questions.",Parkhurst’s,2017,,,,,,,,,,
3_1,unknown,86b8b84e,"Martelli and Hayirli (2018) reinforce this view by distinguishing between “rank,” “fit,” and “variety” perspectives, arguing that context-sensitive and socially embedded evidence is often more valuable than methodologically rigorous but poorly contextualized research.",Martelli and Hayirli,2018,pilot_inputs/sources_pdf/Martelli_2018.pdf,,,,,,,,,
3_1,unknown,14941169,"Time constraints, lack of access to relevant research, limited evaluation capacity, and high staff turnover are frequently cited in the literature (Yarber et al., 2015; Clark et al., 2024).",Yarber et al.,2015,pilot_inputs/sources_pdf/Yarber_2015.pdf,,,,,,,,,
3_1,unknown,dc022e3c,"Time constraints, lack of access to relevant research, limited evaluation capacity, and high staff turnover are frequently cited in the literature (Yarber et al., 2015; Clark et al., 2024).",Clark et al.,2024,pilot_inputs/sources_pdf/Clark_2024.pdf,,,,,,,,,
3_1,unknown,5937f9e3,"Hodgkinson (2010) warns that evidence-based decision-making can mask deeper organizational politics and power dynamics, where the presentation of evidence serves to legitimize predetermined decisions rather than guide open deliberation.",Hodgkinson,2010,pilot_inputs/sources_pdf/Hodgkinson_2010.pdf,,,,,,,,,
3_1,unknown,b66b7844,"As Head (2015) and Newman (2020) observe, policymaking is rarely a rational process driven solely by evidence; rather, it is shaped by competing values, ideological commitments, and strategic calculations.",Head,2015,pilot_inputs/sources_pdf/Head_2015.pdf,,,,,,,,,
3_1,unknown,034e2ecf,"As Head (2015) and Newman (2020) observe, policymaking is rarely a rational process driven solely by evidence; rather, it is shaped by competing values, ideological commitments, and strategic calculations.",Newman,2020,pilot_inputs/sources_pdf/Newman_2020.pdf,,,,,,,,,
3_1,unknown,f3a1e9d5,"Parkhurst (2017) underscores this point with the concept of issue bias, wherein the prioritization of certain types of evidence marginalizes alternative viewpoints and sidelines politically inconvenient concerns.",Parkhurst,2017,pilot_inputs/sources_pdf/Parkhurst_2017.pdf,,,,,,,,,
3_1,unknown,a5d37de9,"For example, the Cochrane Collaboration and the Knowledge-to-Action framework are foundational in shaping how evidence is appraised and used in public health decision-making (Poot et al., 2018).",Poot et al.,2018,pilot_inputs/sources_pdf/Poot_2018.pdf,,,,,,,,,
3_1,unknown,1715ba8b,"Sanderson (2002) critiques the rationalist model of evidence-based policy, which assumes that social interventions can be designed and evaluated in a vacuum.",Sanderson,2002,pilot_inputs/sources_pdf/Sanderson_2002.pdf,,,,,,,,,
3_1,unknown,88a0130c,"Similarly, Newman (2020) argues that public administration must contend with multiple, often conflicting logics – including electoral incentives, ideological commitments, and bureaucratic constraints – that limit the influence of even the most robust evidence.",Newman,2020,pilot_inputs/sources_pdf/Newman_2020.pdf,,,,,,,,,
3_1,unknown,13bbae83,These perspectives are echoed in Parkhurst’s (2017) argument that policymaking is not a technical procedure but a political process shaped by power dynamics and value judgments.,Parkhurst’s,2017,,,,,,,,,,
3_1,unknown,cad970f9,"Tourish (2013) criticizes EBMgt for importing the epistemological assumptions of medicine into management, ignoring the contextual and contested nature of organizational life.",Tourish,2013,pilot_inputs/sources_pdf/Tourish_2013.pdf,,,,,,,,,
3_1,unknown,c1cf15b3,"Martelli and Hayirli (2018) build on this critique by challenging the dominance of hierarchical evidence models in management, advocating instead for fit and variety perspectives that better capture the diverse and situated knowledge used by practitioners.",Martelli and Hayirli,2018,pilot_inputs/sources_pdf/Martelli_2018.pdf,,,,,,,,,
3_1,unknown,5cc46fa4,Bundi and Pattyn (2022) show that public attitudes toward EIDM vary significantly across six Western democracies.,Bundi and Pattyn,2022,pilot_inputs/sources_pdf/Bundi_2016.pdf,,,,,,,,,
3_1,unknown,715c6b2b,"Stewart, Dayal, and Langer (2017) trace the evolution of EIDM discourse over a 15-year period, noting how shifting terminology (e.g., from “research uptake” to “knowledge translation”) reflects broader debates about whose knowledge counts.",Langer,2017,pilot_inputs/sources_pdf/Langer_2016.pdf,,,,,,,,,
3_1,unknown,8bcba71d,"Parkhurst (2017) argues that evidence use is not just a function of supply or demand but of institutional design – who has the authority to define what constitutes legitimate evidence, which advisory bodies are empowered, and how processes ensure transparency and accountability.",Parkhurst,2017,pilot_inputs/sources_pdf/Parkhurst_2017.pdf,,,,,,,,,
3_2,unknown,d7e26fd1,Patton (2020) frames this theory around the idea of intentionality.,Patton,2020,pilot_inputs/sources_pdf/Patton_2020.pdf,,,,,,,,,
3_2,unknown,f7bb4235,Kathryn Kirkhart’s (2000) Integrated Theory of Evaluation Influence expands the conceptual scope of evaluation use beyond instrumental applications.,Kirkhart’s,2000,,,,,,,,,,
3_2,unknown,abb2550d,King and Alkin (2018) revisit and synthesize earlier models to articulate the Pattern Theory of Evaluation Use.,King and Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,,,,,,,,,
3_2,unknown,9385f17d,"The Ecological Model of Evaluation Use, articulated by Ottoson and Martinez (2010) and discussed by King and Alkin (2018), draws inspiration from ecological systems theory.",Ottoson and Martinez,2010,pilot_inputs/sources_pdf/Ottoson_2009.pdf,,,,,,,,,
3_2,unknown,9df13d10,"The Ecological Model of Evaluation Use, articulated by Ottoson and Martinez (2010) and discussed by King and Alkin (2018), draws inspiration from ecological systems theory.",King and Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,,,,,,,,,
3_2,unknown,2.10E+75,Siar (2023) presents the Pyramid Model and the Results Chain as two approaches to mapping how evidence might influence different stakeholders.,Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,,,,,,,,,
3_2,unknown,343f59d5,"While some critics argue it may oversimplify how evidence influences policy, Siar (2023) specifically adapts the Results Chain to conceptualize the evidence-to-policy process, proposing possible indicators (such as the number of policymaker inquiries, legislative references, or frequency of research cited in government briefings) to measure whether and how evidence travels through each link in the chain.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,,,,,,,,,
3_2,unknown,b1faa27e,"The Multiple Streams Framework (MSF), originally developed by John Kingdon (1995), offers a heuristic model for understanding how evidence and ideas influence policy change under conditions of ambiguity.",Kingdon,1995,,,,,,,,,,
3_2,unknown,298a3839,"Within this context, policy change occurs when three semi-independent “streams” – problems, policies, and politics – are coupled during a fleeting policy window by strategic actors known as policy entrepreneurs (Fowler, 2020).",Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,,,,,,,,,
3_2,unknown,a9fbc7cb,"This coupling does not guarantee success but significantly increases the likelihood of change (Herweg, Zahariadis, & Zohlnhöfe, 2018; Fowler, 2020).",Zohlnhöfe,2018,,,,,,,,,,
3_2,unknown,92e52102,"This coupling does not guarantee success but significantly increases the likelihood of change (Herweg, Zahariadis, & Zohlnhöfe, 2018; Fowler, 2020).",Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,,,,,,,,,
3_2,unknown,8.66E+07,Fowler (2020) reconceptualizes implementation not merely as a follow-on step but as an interdependent process where ambiguity persists.,Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,,,,,,,,,
3_2,unknown,4cbf66dc,Fowler (2020) advances the theory by modeling policy adoption and implementation as linked yet distinct subprocesses within a broader policy system.,Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,,,,,,,,,
3_2,unknown,ad10594d,"Instrumental use refers to the direct application of evaluation findings to alter or inform decisions – such as continuing, modifying, scaling, or discontinuing a program (Johnson, 1998).",Johnson,1998,pilot_inputs/sources_pdf/Johnson_1998.pdf,,,,,,,,,
3_2,unknown,91760778,"This is perhaps the most intuitive and desired form of use, and it underpins linear theories of change like Siar’s (2023) Result Chain approach for evidence to decision-making.",Siar’s,2023,,,,,,,,,,
3_2,unknown,512bd0b4,"As Weiss (1979) argued through her ""enlightenment model,"" evaluation can permeate discourse and thinking long before it is used in a specific decision.",Weiss,1979,,,,,,,,,,
3_2,unknown,ec7c11a1,"This form of influence is prominent in theories such as the Integrated Theory of Evaluation Influence (Kirkhart, 2000) and is particularly salient in long-term policy learning processes.",Kirkhart,2000,pilot_inputs/sources_pdf/Kirkhart_2000.pdf,,,,,,,,,
3_2,unknown,5e134d71,"Process use refers to learning, attitude shifts, or behavioral changes that occur as a result of participating in the evaluation process itself (Patton, 2020).",Patton,2020,pilot_inputs/sources_pdf/Patton_2020.pdf,,,,,,,,,
3_2,unknown,54b4de39,"Symbolic use occurs when evaluations are used to legitimize pre-determined decisions, demonstrate accountability, or fulfill procedural requirements (Mark & Henry, 2004).",Mark & Henry,2004,pilot_inputs/sources_pdf/Mark_2004.pdf,,,,,,,,,
3_2,unknown,e11f2b85,"This form of influence is particularly relevant in adversarial or politically charged policy contexts, where actors selectively use evidence to support their positions or to shift policy narratives (Siar, 2023).",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,,,,,,,,,
3_2,unknown,be3afa0c,"The Schematic Theory of Evaluation Influence (Mark & Henry, 2004), as referenced in King & Alkin (2018), further disaggregates these mechanisms across three levels.",Mark & Henry,2004,pilot_inputs/sources_pdf/Mark_2004.pdf,,,,,,,,,
3_2,unknown,b16d5a5a,"The Schematic Theory of Evaluation Influence (Mark & Henry, 2004), as referenced in King & Alkin (2018), further disaggregates these mechanisms across three levels.",King & Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,,,,,,,,,
3_2,unknown,616b867e,"Similarly, the COM-B framework (Clark et al., 2024) situates evidence use within a behavioral model, emphasizing the need for capability (skills), opportunity (institutional structures), and motivation (internal drivers) for influence to occur.",Clark et al.,2024,pilot_inputs/sources_pdf/Clark_2024.pdf,,,,,,,,,
3_2,unknown,3.96E+92,"In practice, as Kirkhart (2000) and Siar (2023) note, decision-making is shaped as much by ideology, institutional politics, and public pressure as by reasoned deliberation.",Kirkhart,2000,pilot_inputs/sources_pdf/Kirkhart_2000.pdf,,,,,,,,,
3_2,unknown,475a4701,"In practice, as Kirkhart (2000) and Siar (2023) note, decision-making is shaped as much by ideology, institutional politics, and public pressure as by reasoned deliberation.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,,,,,,,,,
3_2,unknown,cd97dd90,"However, multiple studies (e.g., Brousselle & Buregeya, 2018; Patton, 2020) suggest that credibility alone does not guarantee use.",Brousselle & Buregeya,2018,pilot_inputs/sources_pdf/Brousselle_2018.pdf,,,,,,,,,
3_2,unknown,c1782904,"However, multiple studies (e.g., Brousselle & Buregeya, 2018; Patton, 2020) suggest that credibility alone does not guarantee use.",Patton,2020,pilot_inputs/sources_pdf/Patton_2020.pdf,,,,,,,,,
3_2,unknown,c24821be,"Many theories presume that evaluations are available at the right moment to inform decisions, yet Fowler (2020) and others have shown that evaluation findings often miss policy windows or emerge after key decisions have already been made.",Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,,,,,,,,,
3_2,unknown,8255f3f2,"This trust is shaped by interpersonal relationships, institutional histories, and sociopolitical dynamics (Raymaekers et al., 2025).",Raymaekers et al.,2025,pilot_inputs/sources_pdf/Raymaekers_2025.pdf,,,,,,,,,
3_2,unknown,427afd8c,"Siar (2023) emphasizes how ruling elites may monopolize knowledge production, while King and Alkin (2018) describe how entrenched interests resist evaluative insights that threaten the status quo.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,,,,,,,,,
3_2,unknown,8.78E+141,"Siar (2023) emphasizes how ruling elites may monopolize knowledge production, while King and Alkin (2018) describe how entrenched interests resist evaluative insights that threaten the status quo.",King and Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,,,,,,,,,
3_2,unknown,c5b23126,"Institutions with embedded evaluation cultures, formal learning mechanisms, and dedicated knowledge infrastructure are more likely to use evidence (Christie & Lemire, 2019).",Christie & Lemire,2019,pilot_inputs/sources_pdf/Christie_2019.pdf,,,,,,,,,
3_2,unknown,57223dce,"Senior officials who value evaluation and model its use can create an enabling environment for evidence uptake (Clark et al., 2024).",Clark et al.,2024,pilot_inputs/sources_pdf/Clark_2024.pdf,,,,,,,,,
3_2,unknown,9ee56d1c,"As Fowler (2020) explains, evidence is most likely to be used when problem recognition, political will, and policy solutions align – a confluence described by the Multiple Streams Framework.",Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,,,,,,,,,
3_3,unknown,1a97e5c0,"Instrumental use, as described by Herbert (2014), involves the direct application of research findings to shape specific policies or programs, such as when evaluation results lead to immediate programmatic adjustments.",Herbert,2014,pilot_inputs/sources_pdf/Herbert_2014.pdf,,,,,,,,,
3_3,unknown,48ee7447,"Siar (2023) builds on this with the Results Chain Approach, proposing indicators like the number of policymaker inquiries or legislative references, which can be tallied over time to map a trajectory from research dissemination to policy adoption.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,,,,,,,,,
3_3,unknown,04cb7bd7,"Herbert (2014) champions case studies as a primary method, arguing that retrospective analysis of specific evaluations can uncover both instrumental and process use.",Herbert,2014,pilot_inputs/sources_pdf/Herbert_2014.pdf,,,,,,,,,
3_3,unknown,3197964a,"Process tracing, highlighted by Williams & Lewis (2021) and Nduku et al.",Williams & Lewis,2021,pilot_inputs/sources_pdf/Williams_2021.pdf,,,,,,,,,
3_3,unknown,9d89f0b5,"Siar’s (2023) Influencing Approach exemplifies this, using the RAPID Outcome Assessment – combining document reviews, stakeholder workshops, and follow-up interviews – to evaluate five types of change: attitudinal, behavioral, procedural, policy content, and discursive.",Siar’s,2023,,,,,,,,,,
3_3,unknown,3f60aa65,"Their precision and scalability make them valuable for comparative analyses, as seen in Siar’s (2023) Results Chain, which tracks inputs to impacts across projects.",Siar’s,2023,,,,,,,,,,
3_3,unknown,ca1c62ca,"Siar (2023) further enriches this narrative with three frameworks – Pyramid, Influencing, and Results Chain – applied across various policy domains.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,,,,,,,,,
3_3,unknown,e51eef54,"Herbert (2014) similarly notes methodological fragmentation in evaluation research, with studies employing varied definitions of influence, from citations to attitudinal shifts, complicating synthesis.",Herbert,2014,pilot_inputs/sources_pdf/Herbert_2014.pdf,,,,,,,,,
3_3,unknown,db853657,"Williams & Lewis (2021) reinforce this, noting that impact often results from cumulative knowledge rather than isolated studies, making it difficult to isolate a specific evaluation’s role.",Williams & Lewis,2021,pilot_inputs/sources_pdf/Williams_2021.pdf,,,,,,,,,
3_3,unknown,972558ec,"Siar (2023) concurs, emphasizing that policymaking’s non-linear nature, driven by diverse actors and interests, confounds efforts to attribute change directly to research, especially when evidence is one of many influences shaping a decision.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,,,,,,,,,
3_3,unknown,8f5ddc62,"Oliver & Cairney (2019) extend this critique, noting that power dynamics and institutional constraints can sideline evidence, particularly when it conflicts with dominant agendas.",Oliver & Cairney,2019,pilot_inputs/sources_pdf/Oliver_2019.pdf,,,,,,,,,
3_4,unknown,2cb9bb24,South Africa: Reflections on Evidence Use by Paine Cronin and Sadan (2015).,Cronin and Sadan,2015,pilot_inputs/sources_pdf/Paine Cronin_2015.pdf,,,,,,,,,
3_4,unknown,3620d6f7,Multi-Country Synthesis by Fussy (2022) and Nelson et al.,Fussy,2022,pilot_inputs/sources_pdf/Fussy_2022.pdf,,,,,,,,,
3_5,unknown,254cfd98,"Its purpose is to illuminate how evaluations and other evidence forms can inform decision-making across diverse settings, including public health in South Africa (Edwards et al., 2019), employment policy in Denmark (Kelstrup & Jørgensen, 2024), and municipal governance in Poland (Kupiec & Wrońska, 2024).",Edwards et al.,2019,pilot_inputs/sources_pdf/Edwards_2019.pdf,,,,,,,,,
3_5,unknown,2048c0a5,"Its purpose is to illuminate how evaluations and other evidence forms can inform decision-making across diverse settings, including public health in South Africa (Edwards et al., 2019), employment policy in Denmark (Kelstrup & Jørgensen, 2024), and municipal governance in Poland (Kupiec & Wrońska, 2024).",Kelstrup & Jørgensen,2024,pilot_inputs/sources_pdf/Kelstrup_2024.pdf,,,,,,,,,
3_5,unknown,502cff3e,"Its purpose is to illuminate how evaluations and other evidence forms can inform decision-making across diverse settings, including public health in South Africa (Edwards et al., 2019), employment policy in Denmark (Kelstrup & Jørgensen, 2024), and municipal governance in Poland (Kupiec & Wrońska, 2024).",Kupiec & Wrońska,2024,pilot_inputs/sources_pdf/Kupiec_2024.pdf,,,,,,,,,
3_5,unknown,1bbdb2d6,"However, Alkin and King (2017) warn that poor technical quality – termed misevaluation – erodes credibility, leading to misuse when decision-makers exploit flawed findings.",Alkin and King,2017,pilot_inputs/sources_pdf/Alkin_2016.pdf,,,,,,,,,
3_5,unknown,9b5826aa,"(2018) recommend concise, audience-specific formats – e.g., infographics – that align with decision-makers’ needs, a tactic Aiyede (2023) applies via message boxes for Nigerian policymakers.",Aiyede,2023,pilot_inputs/sources_pdf/Aiyede_2023.pdf,,,,,,,,,
3_5,unknown,98e2f2b6,"Stewart (2022) exemplifies this in South Africa, where policy-oriented reporting and co-produced syntheses, timed with SEIAS requirements, increased influence.",Stewart,2022,pilot_inputs/sources_pdf/Stewart_2022.pdf,,,,,,,,,
3_5,unknown,ed23823a,"Ghana’s sanitation data, presented via SMS and infographics (Amisi et al., 2021), drove policy action by aligning with community needs.",Amisi et al.,2021,pilot_inputs/sources_pdf/Amisi_2015.pdf,,,,,,,,,
3_5,unknown,26a03967,"Conversely, abstract transport research (Lorenc et al., 2014) or misevaluated studies (Alkin & King, 2017) faltered due to irrelevance or distrust.",Lorenc et al.,2014,pilot_inputs/sources_pdf/Lorenc_2014.pdf,,,,,,,,,
3_5,unknown,d016adcb,"Conversely, abstract transport research (Lorenc et al., 2014) or misevaluated studies (Alkin & King, 2017) faltered due to irrelevance or distrust.",Alkin & King,2017,pilot_inputs/sources_pdf/Alkin_2016.pdf,,,,,,,,,
3_5,unknown,67f285d0,"Goldman and Pabari (2020) report similar success across African cases, where steering committees and joint problem framing built trust.",Goldman and Pabari,2020,pilot_inputs/sources_pdf/Goldman_2015.pdf,,,,,,,,,
3_5,unknown,990e6696,"Oliver and Cairney (2019) argue that long-term connections position researchers as “trusted voices,” a view Clark et al.",Oliver and Cairney,2019,pilot_inputs/sources_pdf/Oliver_2019.pdf,,,,,,,,,
3_5,unknown,66d9e4b1,Bundi (2016) notes Swiss parliamentarians’ reliance on evaluations grew with oversight committee trust.,Bundi,2016,pilot_inputs/sources_pdf/Bundi_2016.pdf,,,,,,,,,
3_5,unknown,8570acfe,"Parliamentary oversight in South Africa leveraged evaluations for accountability (Bundi, 2016), while Benin’s co-production shifted power dynamics, enhancing evidence use (Goldman & Pabari, 2020).",Bundi,2016,pilot_inputs/sources_pdf/Bundi_2016.pdf,,,,,,,,,
3_5,unknown,dc7552dd,"Parliamentary oversight in South Africa leveraged evaluations for accountability (Bundi, 2016), while Benin’s co-production shifted power dynamics, enhancing evidence use (Goldman & Pabari, 2020).",Goldman & Pabari,2020,pilot_inputs/sources_pdf/Goldman_2015.pdf,,,,,,,,,
3_5,unknown,419290ab,"Duiveman’s (2020) Dutch urban planning workshops reframed cost-benefit debates, aligning interests.",Duiveman’s,2020,,,,,,,,,,
3_5,unknown,9b8b3ae3,"Parkhurst (2017) emphasizes the importance of transparent and accountable evidence governance systems, arguing that institutional arrangements must balance scientific rigor with democratic legitimacy to enhance evidence use.",Parkhurst,2017,pilot_inputs/sources_pdf/Parkhurst_2017.pdf,,,,,,,,,
3_5,unknown,0b69746f,"This is vividly illustrated in South Africa’s Socio-Economic Impact Assessment System (SEIAS), which mandates evidence-based assessments for draft policies before Cabinet submission (Stewart, 2022).",Stewart,2022,pilot_inputs/sources_pdf/Stewart_2022.pdf,,,,,,,,,
3_5,unknown,4995eb5f,"In contrast, the education ministry’s reliance on diverse knowledge types, shaped by competing stakeholder views on what constitutes valid evidence, reduced consistency and limited evidence influence (Kelstrup & Jørgensen, 2024).",Kelstrup & Jørgensen,2024,pilot_inputs/sources_pdf/Kelstrup_2024.pdf,,,,,,,,,
